,lalvoterid,zip,age,gender_F,gender_M,religion_Buddhist,religion_Catholic,religion_Christian,religion_Eastern Orthodox,religion_Greek Orthodox,religion_Hindu,religion_Islamic,religion_Jewish,religion_Lutheran,religion_Protestant,religion_Shinto,ethnicity_East and South Asian,ethnicity_European,ethnicity_Hispanic and Portuguese,ethnicity_Likely African-American,ethnicity_Other
1346,LALDC551204932,20011.0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1347,LALDC551210139,20010.0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1348,LALDC563346752,20020.0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1349,LALDC563352135,20011.0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1350,LALDC563354274,20024.0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1351,LALDC563354728,20001.0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1352,LALDC563355935,20016.0,57,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1353,LALDC582458582,20003.0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1354,LALDC582459304,20005.0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1355,LALDC582460348,20015.0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1356,LALDC582464211,20019.0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1357,LALDC582466130,20009.0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,LALDC582466265,20024.0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1359,LALDC582466364,20009.0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1360,LALDC582469683,20008.0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1361,LALDC582470607,20003.0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1362,LALDC582471041,20011.0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,LALDC582472844,20003.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,LALDC582474045,20016.0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1365,LALDC582475837,20032.0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1366,LALDC582477847,20001.0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1367,LALDC582478231,20032.0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1368,LALDC582478840,20001.0,62,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1369,LALDC582479754,20011.0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1370,LALDC582483668,20037.0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,LALDC593243964,20019.0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1372,LALDC593244424,20010.0,35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1373,LALDC593247455,20019.0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1374,LALDC611050607,20007.0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1375,LALDC611052861,20011.0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1376,LALDC611052914,20007.0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,LALDC611053068,20005.0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1378,LALDC611054306,20015.0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1379,LALDC611054569,20003.0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1380,LALDC611055657,20003.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1381,LALDC611059235,20019.0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1382,LALDC611060397,20003.0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,LALDC611061246,20020.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1384,LALDC611065265,20005.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1385,LALDC611066138,20001.0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,LALDC611071258,20019.0,62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1387,LALDC611072570,20001.0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1388,LALDC611073272,20001.0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1389,LALDC611075334,20015.0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1390,LALDC611077352,20020.0,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1391,LALDC630226585,20011.0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1392,LALDC630226919,20015.0,61,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1393,LALDC630227353,20002.0,51,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1394,LALDC630228678,20008.0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1395,LALDC630228959,20020.0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1396,LALDC630230047,20008.0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1397,LALDC630230414,20020.0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1398,LALDC630231760,20001.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1399,LALDC630235275,20003.0,58,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1400,LALDC630235504,20008.0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,LALDC630238461,20017.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1402,LALDC630241651,20001.0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1403,LALDC641951917,20001.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1404,LALDC641961668,20008.0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1405,LALDC641961925,20011.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1406,LALDC641963578,20001.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1407,LALDC641965087,20002.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1408,LALDC641965659,20037.0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,LALDC641966722,20011.0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1410,LALDC593248955,20011.0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1411,LALDC593249551,20019.0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1412,LALDC593255700,20037.0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1413,LALDC593255972,20009.0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1414,LALDC596416996,20019.0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1415,LALDC596424049,20020.0,84,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1416,LALDC596424548,20009.0,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1417,LALDC596425093,20015.0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1418,LALDC611051016,20010.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1419,LALDC611055876,20002.0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1420,LALDC611061980,20008.0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1421,LALDC611062330,20009.0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,LALDC611062334,20002.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1423,LALDC611064995,20008.0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1424,LALDC611066637,20009.0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1425,LALDC611067091,20019.0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1426,LALDC611070158,20011.0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1427,LALDC611070166,20019.0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1428,LALDC611073231,20007.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1429,LALDC611074969,20007.0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1430,LALDC611077254,20024.0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,LALDC611077449,20008.0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1432,LALDC611077757,20005.0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1433,LALDC630227108,20016.0,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1434,LALDC630234275,20024.0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1435,LALDC630234837,20003.0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1436,LALDC630236984,20010.0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1437,LALDC630237319,20002.0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1438,LALDC630237757,20020.0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1439,LALDC630239783,20001.0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1440,LALDC630239801,20009.0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1441,LALDC630240215,20011.0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1442,LALDC630242147,20002.0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1443,LALDC641949861,20002.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1444,LALDC641950018,20009.0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1445,LALDC641950589,20002.0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1446,LALDC641951894,20012.0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1447,LALDC641953962,20011.0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1448,LALDC641954218,20019.0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1449,LALDC641956196,20009.0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1450,LALDC641958269,20008.0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1451,LALDC641958786,20020.0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1452,LALDC641959651,20037.0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1453,LALDC641960644,20032.0,51,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1454,LALDC641962665,20009.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1455,LALDC641966680,20009.0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1456,LALDC641966924,20009.0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1457,LALDC174838729,20009.0,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1458,LALDC174840385,20019.0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1459,LALDC174841064,20032.0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1460,LALDC174841780,20010.0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1461,LALDC174846772,20032.0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1462,LALDC174850746,20012.0,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1463,LALDC174852261,20011.0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,LALDC174852785,20019.0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1465,LALDC174860320,20015.0,55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1466,LALDC174863885,20008.0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1467,LALDC174881030,20011.0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1468,LALDC174881368,20001.0,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1469,LALDC174883555,20032.0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1470,LALDC174883730,20018.0,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1471,LALDC174883787,20016.0,45,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1472,LALDC174886679,20009.0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1473,LALDC174891386,20002.0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1474,LALDC174893759,20002.0,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1475,LALDC174894148,20001.0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1476,LALDC174904558,20007.0,83,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1477,LALDC174905470,20002.0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1478,LALDC174906220,20001.0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1479,LALDC174910095,20009.0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1480,LALDC174916620,20019.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1481,LALDC174917823,20002.0,62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1482,LALDC174923849,20012.0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1483,LALDC174929086,20037.0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1484,LALDC174934533,20032.0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1485,LALDC174940494,20009.0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,LALDC174942868,20019.0,61,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1487,LALDC174946951,20019.0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1488,LALDC174954487,20020.0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1489,LALDC174961326,20001.0,51,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1490,LALDC174970639,20003.0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1491,LALDC174970989,20016.0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1492,LALDC174977522,20018.0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1493,LALDC174985151,20020.0,73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1494,LALDC174993346,20003.0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1495,LALDC174994520,20019.0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1496,LALDC174997820,20032.0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1497,LALDC175001756,20020.0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1498,LALDC175009321,20020.0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1499,LALDC175010839,20003.0,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1500,LALDC175014180,20017.0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1501,LALDC175016498,20001.0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1502,LALDC175018078,20008.0,51,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1503,LALDC175023727,20018.0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1504,LALDC175025908,20002.0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1505,LALDC175028159,20019.0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1506,LALDC175035435,20003.0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1507,LALDC175037992,20009.0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1508,LALDC175043627,20002.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1509,LALDC175045433,20009.0,49,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510,LALDC175048303,20001.0,70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1511,LALDC175048440,20002.0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1512,LALDC175049352,20007.0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1513,LALDC175052596,20011.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1514,LALDC175055334,20016.0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1515,LALDC175065585,20016.0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1516,LALDC175066490,20020.0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1517,LALDC175066687,20019.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1518,LALDC409299853,20010.0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1519,LALDC409312760,20018.0,70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1520,LALDC409317477,20017.0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1521,LALDC409321310,20020.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1522,LALDC409323372,20011.0,50,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1523,LALDC409340209,20009.0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1524,LALDC409341655,20007.0,62,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1525,LALDC409342734,20011.0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1526,LALDC409343905,20015.0,46,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1527,LALDC409349016,20009.0,42,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1528,LALDC409349107,20002.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1529,LALDC430629015,20003.0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1530,LALDC430629785,20001.0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1531,LALDC430630615,20032.0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1532,LALDC430631684,20011.0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1533,LALDC430633259,20032.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1534,LALDC440795723,20004.0,72,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1535,LALDC440799679,20007.0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1536,LALDC455575442,20011.0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1537,LALDC455575885,20020.0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1538,LALDC455576499,20009.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1539,LALDC455580270,20010.0,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1540,LALDC455580275,20011.0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1541,LALDC455580316,20010.0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1542,LALDC455583819,20007.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1543,LALDC455585052,20009.0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1544,LALDC455589374,20002.0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,LALDC471467102,20012.0,56,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1546,LALDC471468249,20019.0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1547,LALDC471469565,20018.0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1548,LALDC471470244,20011.0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1549,LALDC174921177,20011.0,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1550,LALDC174923091,20016.0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1551,LALDC174928229,20010.0,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1552,LALDC174929020,20018.0,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1553,LALDC174929587,20017.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1554,LALDC174930061,20009.0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1555,LALDC174932190,20019.0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1556,LALDC174933364,20037.0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1557,LALDC174937316,20007.0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1558,LALDC174945052,20019.0,71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1559,LALDC174949792,20020.0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1560,LALDC174950309,20001.0,65,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1561,LALDC174962046,20015.0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1562,LALDC174963591,20001.0,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1563,LALDC174966880,20024.0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1564,LALDC174969435,20020.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1565,LALDC174973626,20032.0,43,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1566,LALDC174978144,20002.0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,LALDC174979544,20007.0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1568,LALDC174982297,20002.0,55,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1569,LALDC174982492,20012.0,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1570,LALDC174986577,20007.0,62,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1571,LALDC174989884,20011.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1572,LALDC174991969,20003.0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1573,LALDC174993772,20017.0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1574,LALDC174995010,20016.0,62,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1575,LALDC174996925,20018.0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1576,LALDC174998488,20002.0,45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1577,LALDC174999487,20019.0,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1578,LALDC175000778,20032.0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1579,LALDC175001455,20019.0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1580,LALDC175009276,20017.0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1581,LALDC175014242,20016.0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1582,LALDC175025445,20002.0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1583,LALDC175028726,20019.0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1584,LALDC175029160,20003.0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1585,LALDC175030007,20002.0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1586,LALDC175033530,20011.0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1587,LALDC175039395,20018.0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1588,LALDC175042371,20024.0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1589,LALDC175042495,20001.0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1590,LALDC175044240,20009.0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1591,LALDC175048344,20002.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1592,LALDC175049631,20019.0,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1593,LALDC175054310,20001.0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1594,LALDC175060188,20002.0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1595,LALDC175061700,20020.0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1596,LALDC175067181,20011.0,83,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1597,LALDC409300141,20019.0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1598,LALDC409302147,20019.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1599,LALDC409303946,20032.0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1600,LALDC409310688,20003.0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
