,lalvoterid,zip,age,gender_F,gender_M,religion_Buddhist,religion_Catholic,religion_Christian,religion_Eastern Orthodox,religion_Greek Orthodox,religion_Hindu,religion_Islamic,religion_Jewish,religion_Lutheran,religion_Protestant,religion_Shinto,ethnicity_East and South Asian,ethnicity_European,ethnicity_Hispanic and Portuguese,ethnicity_Likely African-American,ethnicity_Other
4232,LALDC174879654,20001.0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4233,LALDC174883733,20020.0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4234,LALDC174884574,20015.0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4235,LALDC174612144,20020.0,74,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4236,LALDC174613448,20018.0,68,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4237,LALDC174614615,20009.0,79,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4238,LALDC174618215,20019.0,96,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4239,LALDC174619125,20002.0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4240,LALDC174619817,20019.0,77,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4241,LALDC174622589,20032.0,65,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4242,LALDC174625668,20016.0,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4243,LALDC174630583,20020.0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4244,LALDC174630864,20015.0,73,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4245,LALDC174649178,20011.0,66,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4246,LALDC174654665,20020.0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4247,LALDC174656020,20019.0,88,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4248,LALDC174656971,20009.0,69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4249,LALDC174657570,20016.0,62,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4250,LALDC174661563,20011.0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4251,LALDC174669324,20011.0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4252,LALDC174669732,20015.0,81,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4253,LALDC174674490,20020.0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4254,LALDC174680787,20020.0,72,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4255,LALDC174681369,20011.0,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4256,LALDC174686064,20015.0,72,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4257,LALDC174691354,20019.0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4258,LALDC174692859,20011.0,61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4259,LALDC174693377,20011.0,70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4260,LALDC174699480,20002.0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4261,LALDC174700349,20016.0,91,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4262,LALDC174702693,20003.0,66,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4263,LALDC174702705,20020.0,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4264,LALDC174708490,20037.0,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4265,LALDC174710882,20020.0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4266,LALDC174711578,20019.0,53,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4267,LALDC174713629,20019.0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4268,LALDC174721068,20020.0,66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4269,LALDC174727826,20032.0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4270,LALDC174734102,20002.0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4271,LALDC174736471,20008.0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4272,LALDC174741178,20003.0,68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4273,LALDC174742152,20009.0,64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4274,LALDC174745672,20019.0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4275,LALDC174750585,20037.0,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4276,LALDC174751052,20002.0,63,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4277,LALDC174751389,20016.0,51,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4278,LALDC174752492,20016.0,63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4279,LALDC174754221,20019.0,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4280,LALDC174756409,20019.0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4281,LALDC174761890,20024.0,49,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4282,LALDC174766700,20002.0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4283,LALDC174770967,20003.0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4284,LALDC174771550,20018.0,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4285,LALDC174772460,20011.0,51,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4286,LALDC174778467,20012.0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4287,LALDC174778720,20015.0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4288,LALDC174779459,20010.0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4289,LALDC174781659,20018.0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4290,LALDC174794652,20011.0,85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4291,LALDC174806054,20012.0,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4292,LALDC174806061,20036.0,51,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4293,LALDC174810014,20009.0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4294,LALDC174812269,20003.0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4295,LALDC174817496,20009.0,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4296,LALDC174819579,20003.0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4297,LALDC174820292,20019.0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4298,LALDC174826733,20011.0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4299,LALDC174830167,20020.0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4300,LALDC174830999,20011.0,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4301,LALDC174831738,20016.0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4302,LALDC174834067,20002.0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4303,LALDC174838199,20003.0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,LALDC174839436,20011.0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4305,LALDC174841063,20002.0,63,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4306,LALDC174848032,20037.0,78,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4307,LALDC174850128,20003.0,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4308,LALDC174851673,20018.0,41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4309,LALDC174852065,20010.0,42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4310,LALDC174853259,20009.0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4311,LALDC174854574,20032.0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4312,LALDC174856092,20018.0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4313,LALDC174858516,20002.0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4314,LALDC174859109,20016.0,52,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4315,LALDC174864367,20032.0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4316,LALDC174870971,20002.0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4317,LALDC174871652,20019.0,42,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4318,LALDC174872965,20004.0,44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4319,LALDC174883081,20019.0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4320,LALDC174884923,20020.0,63,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4321,LALDC174885163,20002.0,64,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4322,LALDC174886199,20011.0,34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4323,LALDC174886314,20002.0,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4324,LALDC174887322,20008.0,72,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4325,LALDC174895586,20003.0,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4326,LALDC174897232,20001.0,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4327,LALDC174901581,20015.0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4328,LALDC174904695,20032.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4329,LALDC174910463,20005.0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,LALDC174912277,20019.0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4331,LALDC174915716,20012.0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4332,LALDC174917678,20002.0,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4333,LALDC174919437,20004.0,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4334,LALDC174923243,20032.0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4335,LALDC174925016,20020.0,42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4336,LALDC174927046,20010.0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4337,LALDC174933338,20007.0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4338,LALDC174934171,20009.0,70,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4339,LALDC174935178,20019.0,71,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4340,LALDC174938632,20032.0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4341,LALDC174939485,20032.0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4342,LALDC174945495,20020.0,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4343,LALDC174946233,20019.0,56,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4344,LALDC174959187,20018.0,97,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4345,LALDC174965381,20009.0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4346,LALDC174968091,20019.0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4347,LALDC174968092,20020.0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4348,LALDC174968400,20001.0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4349,LALDC174969679,20019.0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4350,LALDC174974725,20032.0,42,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4351,LALDC174975765,20015.0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4352,LALDC174978331,20020.0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4353,LALDC174979719,20002.0,53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4354,LALDC174980163,20005.0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4355,LALDC174984476,20024.0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4356,LALDC174989754,20020.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4357,LALDC174990358,20011.0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4358,LALDC174990390,20020.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4359,LALDC174990776,20002.0,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4360,LALDC174992947,20032.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4361,LALDC174994262,20001.0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4362,LALDC174994664,20002.0,63,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4363,LALDC174999797,20008.0,41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4364,LALDC175005550,20032.0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4365,LALDC175008991,20018.0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4366,LALDC175011543,20001.0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4367,LALDC175015632,20008.0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4368,LALDC175016750,20001.0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4369,LALDC175020907,20002.0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4370,LALDC175021208,20024.0,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4371,LALDC175025686,20019.0,34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4372,LALDC175026280,20032.0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4373,LALDC175027821,20005.0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4374,LALDC175032687,20002.0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4375,LALDC175035353,20020.0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4376,LALDC175037015,20019.0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4377,LALDC175038359,20032.0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4378,LALDC175045724,20032.0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4379,LALDC175047280,20019.0,39,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4380,LALDC175047884,20024.0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4381,LALDC175052132,20001.0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4382,LALDC175059271,20001.0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4383,LALDC175066266,20020.0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4384,LALDC409298446,20011.0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4385,LALDC409302446,20019.0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4386,LALDC409308401,20001.0,47,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4387,LALDC409313314,20008.0,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4388,LALDC409315207,20003.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4389,LALDC409316103,20020.0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4390,LALDC409323773,20009.0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4391,LALDC409324967,20011.0,82,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4392,LALDC409331382,20018.0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4393,LALDC409343964,20015.0,56,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4394,LALDC430628835,20018.0,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4395,LALDC430633342,20020.0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4396,LALDC430633655,20009.0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4397,LALDC430633808,20003.0,89,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4398,LALDC430633884,20019.0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4399,LALDC440800776,20032.0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4400,LALDC440802371,20002.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4401,LALDC440803039,20002.0,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4402,LALDC440803569,20001.0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4403,LALDC455560992,20007.0,52,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4404,LALDC455568349,20008.0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4405,LALDC455570908,20016.0,73,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4406,LALDC455573285,20011.0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4407,LALDC455574080,20012.0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4408,LALDC455577174,20010.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4409,LALDC471467664,20008.0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4410,LALDC471469211,20009.0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4411,LALDC471472221,20003.0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4412,LALDC475447862,20019.0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4413,LALDC475449028,20008.0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4414,LALDC475449943,20002.0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4415,LALDC475452264,20011.0,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4416,LALDC475457746,20003.0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4417,LALDC475458027,20002.0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4418,LALDC475458388,20020.0,55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4419,LALDC475460017,20011.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4420,LALDC486513413,20003.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4421,LALDC486514231,20024.0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4422,LALDC486516760,20020.0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4423,LALDC486519253,20005.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4424,LALDC486519892,20002.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4425,LALDC486521822,20020.0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4426,LALDC486522403,20018.0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4427,LALDC486522715,20017.0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4428,LALDC486525265,20032.0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4429,LALDC486526583,20009.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4430,LALDC486526956,20015.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4431,LALDC486530582,20003.0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4432,LALDC505987400,20002.0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4433,LALDC505988809,20020.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4434,LALDC505993004,20002.0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4435,LALDC505995043,20052.0,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4436,LALDC505997888,20032.0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4437,LALDC506002541,20010.0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4438,LALDC506003583,20011.0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4439,LALDC506006973,20011.0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4440,LALDC506018648,20016.0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4441,LALDC506020318,20008.0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4442,LALDC506020367,20011.0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4443,LALDC506022464,20012.0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4444,LALDC506023064,20017.0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4445,LALDC506027724,20016.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4446,LALDC506030769,20005.0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4447,LALDC519089149,20002.0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4448,LALDC519089993,20009.0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4449,LALDC537039305,20001.0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4450,LALDC537039526,20024.0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4451,LALDC537039783,20005.0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4452,LALDC537041271,20011.0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4453,LALDC537043758,20002.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4454,LALDC537044173,20012.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4455,LALDC537045065,20008.0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4456,LALDC537045379,20017.0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4457,LALDC537049085,20037.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4458,LALDC537049470,20009.0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4459,LALDC537053575,20011.0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4460,LALDC537053849,20009.0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4461,LALDC537056642,20002.0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4462,LALDC548080440,20001.0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4463,LALDC548084178,20019.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4464,LALDC548084351,20019.0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4465,LALDC548085171,20017.0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4466,LALDC548087674,20002.0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4467,LALDC548087734,20024.0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4468,LALDC548088008,20008.0,93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4469,LALDC548091026,20024.0,28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4470,LALDC548096954,20007.0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4471,LALDC548100233,20020.0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4472,LALDC548100505,20009.0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4473,LALDC551182905,20011.0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4474,LALDC551183384,20010.0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4475,LALDC551184612,20001.0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4476,LALDC551187486,20008.0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4477,LALDC551190536,20037.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4478,LALDC551192008,20001.0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4479,LALDC551193119,20001.0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4480,LALDC551193466,20011.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4481,LALDC551199498,20010.0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4482,LALDC551199974,20020.0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4483,LALDC551203790,20036.0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4484,LALDC551210149,20009.0,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4485,LALDC563348653,20018.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4486,LALDC563350091,20020.0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
